,Concentration,Cell,Experimental,Ligand,Predicted,Donor,Animal
2,-9.52652,A20,0.11152699999999999,mNeo4,0.004805815637098603,0,Mouse
3,-8.6814,A20,0.025966999999999997,mNeo4,0.03194993326657423,0,Mouse
4,-7.83632,A20,0.30806,mNeo4,0.16862603106878116,0,Mouse
5,-6.99123,A20,0.7000030599999999,mNeo4,0.48935742720143977,0,Mouse
6,-6.14613,A20,0.7974339,mNeo4,0.7895783921778752,0,Mouse
7,-5.30103,A20,0.7625157,mNeo4,0.9481975433577275,0,Mouse
8,-11.26167,A20,0.03566688,mNeo4,8.921829394737482e-05,0,Mouse
9,-10.3716,A20,0.0,mNeo4,0.0006918861027942049,0,Mouse
10,-9.52652,A20,0.0,mNeo4,0.004805815637098603,0,Mouse
11,-8.6814,A20,0.0,mNeo4,0.03194993326657423,0,Mouse
12,-7.83632,A20,0.2687608,mNeo4,0.16862603106878116,0,Mouse
13,-6.99123,A20,0.6692986000000001,mNeo4,0.48935742720143977,0,Mouse
14,-6.14613,A20,0.6105912,mNeo4,0.7895783921778752,0,Mouse
15,-5.30103,A20,0.8203043,mNeo4,0.9481975433577275,0,Mouse
16,-11.26167,A20,0.001055,mNeo4,8.921829394737482e-05,0,Mouse
17,-10.3716,A20,0.0,mNeo4,0.0006918861027942049,0,Mouse
18,-9.52652,A20,0.0,mNeo4,0.004805815637098603,0,Mouse
19,-8.6814,A20,0.0210666,mNeo4,0.03194993326657423,0,Mouse
20,-7.83632,A20,0.33145020000000003,mNeo4,0.16862603106878116,0,Mouse
21,-6.99123,A20,0.6234557000000001,mNeo4,0.48935742720143977,0,Mouse
22,-6.14613,A20,0.74628,mNeo4,0.7895783921778752,0,Mouse
23,-5.30103,A20,0.8112739999999999,mNeo4,0.9481975433577275,0,Mouse
