Cell,Ligand,Concentration,Animal,Signal,Antibody,Donor,AB Norm
Monocyte,hIL4,-12.6226599,Human,0.835607777,FALSE,210319,FALSE
Monocyte,hIL4,-12.02059991,Human,11.55083681,FALSE,210319,FALSE
Monocyte,hIL4,-11.41853992,Human,52.17506143,FALSE,210319,FALSE
Monocyte,hIL4,-10.81647993,Human,94.26880318,FALSE,210319,FALSE
Monocyte,hIL4,-10.21441994,Human,107.483652,FALSE,210319,FALSE
Monocyte,hIL4,-9.612359948,Human,107.9482788,FALSE,210319,FALSE
Monocyte,hIL4,-9.010299957,Human,103.3164184,FALSE,210319,FALSE
Monocyte,hIL4,-8.408239965,Human,114.3450004,FALSE,210319,FALSE
Monocyte,hIL4,-7.806179974,Human,106.5507968,FALSE,210319,FALSE
Monocyte,hIL4,-7.204119983,Human,110.2858195,FALSE,210319,FALSE
Monocyte,hIL4,-13.82677989,Human,-0.349370493,FALSE,210319,FALSE
Monocyte,hIL4,-13.2247199,Human,-0.151273822,FALSE,210319,FALSE
Monocyte,hIL4,-12.6226599,Human,0.731156805,FALSE,210319,FALSE
Monocyte,hIL4,-12.02059991,Human,11.42117353,FALSE,210319,FALSE
Monocyte,hIL4,-11.41853992,Human,51.31784311,FALSE,210319,FALSE
Monocyte,hIL4,-10.81647993,Human,78.01767262,FALSE,210319,FALSE
Monocyte,hIL4,-10.21441994,Human,53.03948327,FALSE,210319,FALSE
Monocyte,hIL4,-9.612359948,Human,80.51729244,FALSE,210319,FALSE
Monocyte,hIL4,-9.010299957,Human,88.12780637,FALSE,210319,FALSE
Monocyte,hIL4,-8.408239965,Human,97.83814501,FALSE,210319,FALSE
Monocyte,hIL4,-7.806179974,Human,96.79723705,FALSE,210319,FALSE
Monocyte,hIL4,-7.204119983,Human,67.70944221,FALSE,210319,FALSE
Monocyte,hIL4,-13.82677989,Human,-0.75276735,FALSE,210319,FALSE
Monocyte,hIL4,-13.2247199,Human,-0.605095286,FALSE,210319,FALSE
Monocyte,hIL4,-12.6226599,Human,0.633909348,FALSE,210319,FALSE
Monocyte,hIL4,-12.02059991,Human,11.01777668,FALSE,210319,FALSE
Monocyte,hIL4,-11.41853992,Human,48.10147352,FALSE,210319,FALSE
Monocyte,hIL4,-10.81647993,Human,85.45890395,FALSE,210319,FALSE
Monocyte,hIL4,-10.21441994,Human,98.68815982,FALSE,210319,FALSE
Monocyte,hIL4,-9.612359948,Human,100.290942,FALSE,210319,FALSE
Monocyte,hIL4,-9.010299957,Human,107.1739009,FALSE,210319,FALSE
Monocyte,hIL4,-8.408239965,Human,109.4574152,FALSE,210319,FALSE
Monocyte,hIL4,-7.806179974,Human,94.82347386,FALSE,210319,FALSE
Monocyte,hIL4,-7.204119983,Human,102.19267,FALSE,210319,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.857218323,FALSE,210319,FALSE
Monocyte,hNeo4,-12.02059991,Human,1.066120267,FALSE,210319,FALSE
Monocyte,hNeo4,-11.41853992,Human,-0.241317763,FALSE,210319,FALSE
Monocyte,hNeo4,-10.81647993,Human,-0.392591585,FALSE,210319,FALSE
Monocyte,hNeo4,-10.21441994,Human,4.28969337,FALSE,210319,FALSE
Monocyte,hNeo4,-9.612359948,Human,22.83154179,FALSE,210319,FALSE
Monocyte,hNeo4,-9.010299957,Human,54.21005451,FALSE,210319,FALSE
Monocyte,hNeo4,-8.408239965,Human,80.81263657,FALSE,210319,FALSE
Monocyte,hNeo4,-7.806179974,Human,90.72107188,FALSE,210319,FALSE
Monocyte,hNeo4,-7.204119983,Human,100.7015424,FALSE,210319,FALSE
Monocyte,hNeo4,-6.602059991,Human,100.0388189,FALSE,210319,FALSE
Monocyte,hNeo4,-6,Human,75.92865318,FALSE,210319,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.886032384,FALSE,210319,FALSE
Monocyte,hNeo4,-12.02059991,Human,0.713148016,FALSE,210319,FALSE
Monocyte,hNeo4,-11.41853992,Human,-0.381786312,FALSE,210319,FALSE
Monocyte,hNeo4,-10.81647993,Human,-0.86082008,FALSE,210319,FALSE
Monocyte,hNeo4,-10.21441994,Human,4.12041076,FALSE,210319,FALSE
Monocyte,hNeo4,-9.612359948,Human,21.17473327,FALSE,210319,FALSE
Monocyte,hNeo4,-9.010299957,Human,56.33148977,FALSE,210319,FALSE
Monocyte,hNeo4,-8.408239965,Human,77.76554959,FALSE,210319,FALSE
Monocyte,hNeo4,-7.806179974,Human,93.57006219,FALSE,210319,FALSE
Monocyte,hNeo4,-7.204119983,Human,99.06994613,FALSE,210319,FALSE
Monocyte,hNeo4,-6.602059991,Human,99.39770608,FALSE,210319,FALSE
Monocyte,hNeo4,-6,Human,91.94927124,FALSE,210319,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.018008788,FALSE,210319,FALSE
Monocyte,hNeo4,-12.02059991,Human,0.219707217,FALSE,210319,FALSE
Monocyte,hNeo4,-11.41853992,Human,-0.482635526,FALSE,210319,FALSE
Monocyte,hNeo4,-10.81647993,Human,-0.540263649,FALSE,210319,FALSE
Monocyte,hNeo4,-10.21441994,Human,3.241581892,FALSE,210319,FALSE
Monocyte,hNeo4,-9.612359948,Human,24.08855521,FALSE,210319,FALSE
Monocyte,hNeo4,-9.010299957,Human,58.36648284,FALSE,210319,FALSE
Monocyte,hNeo4,-8.408239965,Human,83.08894741,FALSE,210319,FALSE
Monocyte,hNeo4,-7.806179974,Human,88.60684014,FALSE,210319,FALSE
Monocyte,hNeo4,-7.204119983,Human,97.34110246,FALSE,210319,FALSE
Monocyte,hNeo4,-6.602059991,Human,100.4746316,FALSE,210319,FALSE
Monocyte,hNeo4,-6,Human,97.48877452,FALSE,210319,FALSE
A549,hIL4,-13.3216,Human,9.737391,FALSE,Cell Line,FALSE
A549,hIL4,-12.4185,Human,5.448987,FALSE,Cell Line,FALSE
A549,hIL4,-11.5154,Human,5.625564,FALSE,Cell Line,FALSE
A549,hIL4,-10.6124,Human,23.79041,FALSE,Cell Line,FALSE
A549,hIL4,-9.70927,Human,79.82358,FALSE,Cell Line,FALSE
A549,hIL4,-8.80618,Human,92.5301,FALSE,Cell Line,FALSE
A549,hIL4,-7.90309,Human,89.75622,FALSE,Cell Line,FALSE
A549,hIL4,-7,Human,94.45378,FALSE,Cell Line,FALSE
A549,hIL4,-13.3216,Human,8.113974,FALSE,Cell Line,FALSE
A549,hIL4,-12.4185,Human,4.457979,FALSE,Cell Line,FALSE
A549,hIL4,-11.5154,Human,5.557111,FALSE,Cell Line,FALSE
A549,hIL4,-10.6124,Human,23.46604,FALSE,Cell Line,FALSE
A549,hIL4,-9.70927,Human,84.06375,FALSE,Cell Line,FALSE
A549,hIL4,-8.80618,Human,98.49404,FALSE,Cell Line,FALSE
A549,hIL4,-7.90309,Human,94.47867,FALSE,Cell Line,FALSE
A549,hIL4,-7,Human,103.9998,FALSE,Cell Line,FALSE
A549,hIL4,-13.3216,Human,10.56038,FALSE,Cell Line,FALSE
A549,hIL4,-12.4185,Human,6.35054,FALSE,Cell Line,FALSE
A549,hIL4,-11.5154,Human,8.188649,FALSE,Cell Line,FALSE
A549,hIL4,-10.6124,Human,27.69999,FALSE,Cell Line,FALSE
A549,hIL4,-9.70927,Human,95.52646,FALSE,Cell Line,FALSE
A549,hIL4,-8.80618,Human,111.2449,FALSE,Cell Line,FALSE
A549,hIL4,-7.90309,Human,101.4531,FALSE,Cell Line,FALSE
A549,hIL4,-7,Human,115.8585,FALSE,Cell Line,FALSE
A549,hIL13,-13.3216,Human,10.44759,FALSE,Cell Line,FALSE
A549,hIL13,-12.4185,Human,5.446654,FALSE,Cell Line,FALSE
A549,hIL13,-11.5154,Human,9.43791,FALSE,Cell Line,FALSE
A549,hIL13,-10.6124,Human,7.12141,FALSE,Cell Line,FALSE
A549,hIL13,-9.70927,Human,21.73994,FALSE,Cell Line,FALSE
A549,hIL13,-8.80618,Human,77.44485,FALSE,Cell Line,FALSE
A549,hIL13,-7.90309,Human,96.07797,FALSE,Cell Line,FALSE
A549,hIL13,-7,Human,94.97495,FALSE,Cell Line,FALSE
A549,hIL13,-13.3216,Human,9.122095,FALSE,Cell Line,FALSE
A549,hIL13,-12.4185,Human,5.584337,FALSE,Cell Line,FALSE
A549,hIL13,-11.5154,Human,9.230997,FALSE,Cell Line,FALSE
A549,hIL13,-10.6124,Human,6.809484,FALSE,Cell Line,FALSE
A549,hIL13,-9.70927,Human,20.51013,FALSE,Cell Line,FALSE
A549,hIL13,-8.80618,Human,74.25169,FALSE,Cell Line,FALSE
A549,hIL13,-7.90309,Human,97.49137,FALSE,Cell Line,FALSE
A549,hIL13,-7,Human,98.13389,FALSE,Cell Line,FALSE
A549,hIL13,-13.3216,Human,8.286661,FALSE,Cell Line,FALSE
A549,hIL13,-12.4185,Human,7.550795,FALSE,Cell Line,FALSE
A549,hIL13,-11.5154,Human,9.1641,FALSE,Cell Line,FALSE
A549,hIL13,-10.6124,Human,7.155636,FALSE,Cell Line,FALSE
A549,hIL13,-9.70927,Human,23.13778,FALSE,Cell Line,FALSE
A549,hIL13,-8.80618,Human,78.31762,FALSE,Cell Line,FALSE
A549,hIL13,-7.90309,Human,96.90641,FALSE,Cell Line,FALSE
A549,hIL13,-7,Human,96.37979,FALSE,Cell Line,FALSE
A549,hNeo4,-11.5154,Human,6.455552,FALSE,Cell Line,FALSE
A549,hNeo4,-10.6124,Human,7.210865,FALSE,Cell Line,FALSE
A549,hNeo4,-9.70927,Human,5.599894,FALSE,Cell Line,FALSE
A549,hNeo4,-8.80618,Human,5.706463,FALSE,Cell Line,FALSE
A549,hNeo4,-7.90309,Human,4.794798,FALSE,Cell Line,FALSE
A549,hNeo4,-7,Human,0.889885,FALSE,Cell Line,FALSE
A549,hNeo4,-6.09691,Human,4.079934,FALSE,Cell Line,FALSE
A549,hNeo4,-11.5154,Human,6.062728,FALSE,Cell Line,FALSE
A549,hNeo4,-10.6124,Human,6.17863,FALSE,Cell Line,FALSE
A549,hNeo4,-9.70927,Human,11.7443,FALSE,Cell Line,FALSE
A549,hNeo4,-8.80618,Human,4.510097,FALSE,Cell Line,FALSE
A549,hNeo4,-7.90309,Human,3.689443,FALSE,Cell Line,FALSE
A549,hNeo4,-7,Human,1.501291,FALSE,Cell Line,FALSE
A549,hNeo4,-6.09691,Human,3.1496,FALSE,Cell Line,FALSE
A549,hNeo4,-11.5154,Human,0.952892,FALSE,Cell Line,FALSE
A549,hNeo4,-10.6124,Human,5.918043,FALSE,Cell Line,FALSE
A549,hNeo4,-9.70927,Human,8.877843,FALSE,Cell Line,FALSE
A549,hNeo4,-8.80618,Human,0,FALSE,Cell Line,FALSE
A549,hNeo4,-7.90309,Human,1.464731,FALSE,Cell Line,FALSE
A549,hNeo4,-7,Human,1.022123,FALSE,Cell Line,FALSE
A549,hNeo4,-6.09691,Human,3.010361,FALSE,Cell Line,FALSE
Ramos,hIL13,-13.6797,Human,2.406111,FALSE,Cell Line,FALSE
Ramos,hIL13,-12.7255,Human,1.37492,FALSE,Cell Line,FALSE
Ramos,hIL13,-11.7712,Human,1.814131,FALSE,Cell Line,FALSE
Ramos,hIL13,-10.817,Human,0.401018,FALSE,Cell Line,FALSE
Ramos,hIL13,-9.86273,Human,0.190961,FALSE,Cell Line,FALSE
Ramos,hIL13,-8.90849,Human,0.24825,FALSE,Cell Line,FALSE
Ramos,hIL13,-7.95424,Human,-1.10757,FALSE,Cell Line,FALSE
Ramos,hIL13,-7,Human,-0.40102,FALSE,Cell Line,FALSE
Ramos,hIL13,-13.6797,Human,2.499121,FALSE,Cell Line,FALSE
Ramos,hIL13,-12.7255,Human,1.258863,FALSE,Cell Line,FALSE
Ramos,hIL13,-11.7712,Human,0.4775,FALSE,Cell Line,FALSE
Ramos,hIL13,-10.817,Human,-0.22945,FALSE,Cell Line,FALSE
Ramos,hIL13,-9.86273,Human,-0.20464,FALSE,Cell Line,FALSE
Ramos,hIL13,-8.90849,Human,0.948798,FALSE,Cell Line,FALSE
Ramos,hIL13,-7.95424,Human,0.266656,FALSE,Cell Line,FALSE
Ramos,hIL13,-7,Human,0.675941,FALSE,Cell Line,FALSE
Ramos,hIL13,-13.6797,Human,0.130227,FALSE,Cell Line,FALSE
Ramos,hIL13,-12.7255,Human,-1.09763,FALSE,Cell Line,FALSE
Ramos,hIL13,-11.7712,Human,-1.89139,FALSE,Cell Line,FALSE
Ramos,hIL13,-10.817,Human,-1.19685,FALSE,Cell Line,FALSE
Ramos,hIL13,-9.86273,Human,-0.42789,FALSE,Cell Line,FALSE
Ramos,hIL13,-8.90849,Human,-0.78756,FALSE,Cell Line,FALSE
Ramos,hIL13,-7.95424,Human,-0.83717,FALSE,Cell Line,FALSE
Ramos,hIL13,-7,Human,0.502305,FALSE,Cell Line,FALSE
Ramos,hIL4,-13.6797,Human,3.150859,FALSE,Cell Line,FALSE
Ramos,hIL4,-12.7255,Human,1.470401,FALSE,Cell Line,FALSE
Ramos,hIL4,-11.7712,Human,3.723743,FALSE,Cell Line,FALSE
Ramos,hIL4,-10.817,Human,46.28899,FALSE,Cell Line,FALSE
Ramos,hIL4,-9.86273,Human,105.3151,FALSE,Cell Line,FALSE
Ramos,hIL4,-8.90849,Human,108.1222,FALSE,Cell Line,FALSE
Ramos,hIL4,-7.95424,Human,101.0376,FALSE,Cell Line,FALSE
Ramos,hIL4,-7,Human,105.8307,FALSE,Cell Line,FALSE
Ramos,hIL4,-13.6797,Human,2.598342,FALSE,Cell Line,FALSE
Ramos,hIL4,-12.7255,Human,0.4775,FALSE,Cell Line,FALSE
Ramos,hIL4,-11.7712,Human,3.181264,FALSE,Cell Line,FALSE
Ramos,hIL4,-10.817,Human,45.10201,FALSE,Cell Line,FALSE
Ramos,hIL4,-9.86273,Human,108.9381,FALSE,Cell Line,FALSE
Ramos,hIL4,-8.90849,Human,112.8449,FALSE,Cell Line,FALSE
Ramos,hIL4,-7.95424,Human,105.8623,FALSE,Cell Line,FALSE
Ramos,hIL4,-7,Human,113.0186,FALSE,Cell Line,FALSE
Ramos,hIL4,-13.6797,Human,1.494512,FALSE,Cell Line,FALSE
Ramos,hIL4,-12.7255,Human,0.043409,FALSE,Cell Line,FALSE
Ramos,hIL4,-11.7712,Human,2.337888,FALSE,Cell Line,FALSE
Ramos,hIL4,-10.817,Human,44.48188,FALSE,Cell Line,FALSE
Ramos,hIL4,-9.86273,Human,105.3414,FALSE,Cell Line,FALSE
Ramos,hIL4,-8.90849,Human,107.5738,FALSE,Cell Line,FALSE
Ramos,hIL4,-7.95424,Human,100.2687,FALSE,Cell Line,FALSE
Ramos,hIL4,-7,Human,109.1366,FALSE,Cell Line,FALSE
Monocyte,hIL13,-13.8268,Human,10.98497,FALSE,210426,FALSE
Monocyte,hIL13,-13.2247,Human,1.270693,FALSE,210426,FALSE
Monocyte,hIL13,-12.6227,Human,10.83058,FALSE,210426,FALSE
Monocyte,hIL13,-12.0206,Human,27.62867,FALSE,210426,FALSE
Monocyte,hIL13,-11.4185,Human,-10.8603,FALSE,210426,FALSE
Monocyte,hIL13,-10.8165,Human,16.70902,FALSE,210426,FALSE
Monocyte,hIL13,-10.2144,Human,50.63178,FALSE,210426,FALSE
Monocyte,hIL13,-9.61236,Human,92.21433,FALSE,210426,FALSE
Monocyte,hIL13,-9.0103,Human,103.5793,FALSE,210426,FALSE
Monocyte,hIL13,-8.40824,Human,61.02891,FALSE,210426,FALSE
Monocyte,hIL13,-7.80618,Human,99.51191,FALSE,210426,FALSE
Monocyte,hIL13,-7.20412,Human,147.4895,FALSE,210426,FALSE
Monocyte,hIL13,-13.8268,Human,-9.26894,FALSE,210426,FALSE
Monocyte,hIL13,-13.2247,Human,-7.92105,FALSE,210426,FALSE
Monocyte,hIL13,-12.6227,Human,-11.0978,FALSE,210426,FALSE
Monocyte,hIL13,-12.0206,Human,54.91889,FALSE,210426,FALSE
Monocyte,hIL13,-11.4185,Human,-2.5117,FALSE,210426,FALSE
Monocyte,hIL13,-10.8165,Human,16.26962,FALSE,210426,FALSE
Monocyte,hIL13,-10.2144,Human,78.65235,FALSE,210426,FALSE
Monocyte,hIL13,-9.61236,Human,68.54618,FALSE,210426,FALSE
Monocyte,hIL13,-9.0103,Human,78.6761,FALSE,210426,FALSE
Monocyte,hIL13,-8.40824,Human,92.76655,FALSE,210426,FALSE
Monocyte,hIL13,-7.80618,Human,139.99,FALSE,210426,FALSE
Monocyte,hIL13,-7.20412,Human,108.4899,FALSE,210426,FALSE
Monocyte,hNeo4,-12.6227,Human,0.765979,FALSE,210426,FALSE
Monocyte,hNeo4,-12.0206,Human,-7.48165,FALSE,210426,FALSE
Monocyte,hNeo4,-11.4185,Human,1.425077,FALSE,210426,FALSE
Monocyte,hNeo4,-10.8165,Human,-9.07893,FALSE,210426,FALSE
Monocyte,hNeo4,-10.2144,Human,-7.4104,FALSE,210426,FALSE
Monocyte,hNeo4,-9.61236,Human,7.29758,FALSE,210426,FALSE
Monocyte,hNeo4,-9.0103,Human,50.28739,FALSE,210426,FALSE
Monocyte,hNeo4,-8.40824,Human,76.39598,FALSE,210426,FALSE
Monocyte,hNeo4,-7.80618,Human,72.72047,FALSE,210426,FALSE
Monocyte,hNeo4,-7.20412,Human,77.54792,FALSE,210426,FALSE
Monocyte,hNeo4,-6.60206,Human,78.6761,FALSE,210426,FALSE
Monocyte,hNeo4,-6,Human,68.71244,FALSE,210426,FALSE
Monocyte,hNeo4,-12.6227,Human,-0.76598,FALSE,210426,FALSE
Monocyte,hNeo4,-12.0206,Human,-2.74921,FALSE,210426,FALSE
Monocyte,hNeo4,-11.4185,Human,6.264399,FALSE,210426,FALSE
Monocyte,hNeo4,-10.8165,Human,-9.72021,FALSE,210426,FALSE
Monocyte,hNeo4,-10.2144,Human,-9.35207,FALSE,210426,FALSE
Monocyte,hNeo4,-9.61236,Human,2.072299,FALSE,210426,FALSE
Monocyte,hNeo4,-9.0103,Human,44.45051,FALSE,210426,FALSE
Monocyte,hNeo4,-8.40824,Human,56.914,FALSE,210426,FALSE
Monocyte,hNeo4,-7.80618,Human,67.10329,FALSE,210426,FALSE
Monocyte,hNeo4,-7.20412,Human,89.63138,FALSE,210426,FALSE
Monocyte,hNeo4,-6.60206,Human,85.25521,FALSE,210426,FALSE
Monocyte,hNeo4,-6,Human,82.23286,FALSE,210426,FALSE
A549,hIL4,-12,Human,3.200822896,FALSE,Cell Line,TRUE
A549,hIL4,-11,Human,4.513825861,FALSE,Cell Line,TRUE
A549,hIL4,-10,Human,19.3622557,FALSE,Cell Line,TRUE
A549,hIL4,-9,Human,79.6575301,FALSE,Cell Line,TRUE
A549,hIL4,-8,Human,103.5094088,FALSE,Cell Line,TRUE
A549,hIL4,-7,Human,96.29091789,FALSE,Cell Line,TRUE
A549,hIL4,-12,Human,8.864282689,TRUE,Cell Line,TRUE
A549,hIL4,-11,Human,3.116113027,TRUE,Cell Line,TRUE
A549,hIL4,-10,Human,6.861499365,TRUE,Cell Line,TRUE
A549,hIL4,-9,Human,31.04011617,TRUE,Cell Line,TRUE
A549,hIL4,-8,Human,76.68058329,TRUE,Cell Line,TRUE
A549,hIL4,-7,Human,87.23301265,TRUE,Cell Line,TRUE
A549,hIL13,-12,Human,9.42094754,FALSE,Cell Line,TRUE
A549,hIL13,-11,Human,8.11399528,FALSE,Cell Line,TRUE
A549,hIL13,-10,Human,11.31481818,FALSE,Cell Line,TRUE
A549,hIL13,-9,Human,60.76117868,FALSE,Cell Line,TRUE
A549,hIL13,-8,Human,94.03400496,FALSE,Cell Line,TRUE
A549,hIL13,-7,Human,89.6411932,FALSE,Cell Line,TRUE
A549,hIL13,-12,Human,12.47655352,TRUE,Cell Line,TRUE
A549,hIL13,-11,Human,3.606220125,TRUE,Cell Line,TRUE
A549,hIL13,-10,Human,5.397228777,TRUE,Cell Line,TRUE
A549,hIL13,-9,Human,12.12561263,TRUE,Cell Line,TRUE
A549,hIL13,-8,Human,67.21123011,TRUE,Cell Line,TRUE
A549,hIL13,-7,Human,93.4652387,TRUE,Cell Line,TRUE
A549,hIL4,-12,Human,5.439583712,FALSE,Cell Line,TRUE
A549,hIL4,-11,Human,4.598535729,FALSE,Cell Line,TRUE
A549,hIL4,-10,Human,17.3836752,FALSE,Cell Line,TRUE
A549,hIL4,-9,Human,76.52326496,FALSE,Cell Line,TRUE
A549,hIL4,-8,Human,101.1798875,FALSE,Cell Line,TRUE
A549,hIL4,-7,Human,94.65722757,FALSE,Cell Line,TRUE
A549,hIL4,-12,Human,8.79167423,TRUE,Cell Line,TRUE
A549,hIL4,-11,Human,2.855932716,TRUE,Cell Line,TRUE
A549,hIL4,-10,Human,6.183820415,TRUE,Cell Line,TRUE
A549,hIL4,-9,Human,33.18811642,TRUE,Cell Line,TRUE
A549,hIL4,-8,Human,81.04919223,TRUE,Cell Line,TRUE
A549,hIL4,-7,Human,88.49760997,TRUE,Cell Line,TRUE
A549,hIL13,-12,Human,9.783989835,FALSE,Cell Line,TRUE
A549,hIL13,-11,Human,7.938524838,FALSE,Cell Line,TRUE
A549,hIL13,-10,Human,11.68996188,FALSE,Cell Line,TRUE
A549,hIL13,-9,Human,61.31179282,FALSE,Cell Line,TRUE
A549,hIL13,-8,Human,94.59066981,FALSE,Cell Line,TRUE
A549,hIL13,-7,Human,90.0102862,FALSE,Cell Line,TRUE
A549,hIL13,-12,Human,10.78840685,TRUE,Cell Line,TRUE
A549,hIL13,-11,Human,0,TRUE,Cell Line,TRUE
A549,hIL13,-10,Human,4.041870878,TRUE,Cell Line,TRUE
A549,hIL13,-9,Human,11.78072245,TRUE,Cell Line,TRUE
A549,hIL13,-8,Human,64.30689175,TRUE,Cell Line,TRUE
A549,hIL13,-7,Human,63.29037333,TRUE,Cell Line,TRUE
A549,hIL4,-12,Human,5.143099171,FALSE,Cell Line,TRUE
A549,hIL4,-11,Human,3.817994796,FALSE,Cell Line,TRUE
A549,hIL4,-10,Human,18.17026684,FALSE,Cell Line,TRUE
A549,hIL4,-9,Human,79.50021177,FALSE,Cell Line,TRUE
A549,hIL4,-8,Human,103.7816906,FALSE,Cell Line,TRUE
A549,hIL4,-7,Human,100.5808677,FALSE,Cell Line,TRUE
A549,hIL4,-12,Human,7.000665578,TRUE,Cell Line,TRUE
A549,hIL4,-11,Human,1.954377685,TRUE,Cell Line,TRUE
A549,hIL4,-10,Human,5.542445695,TRUE,Cell Line,TRUE
A549,hIL4,-9,Human,31.10062322,TRUE,Cell Line,TRUE
A549,hIL4,-8,Human,76.79554668,TRUE,Cell Line,TRUE
A549,hIL4,-7,Human,84.87928844,TRUE,Cell Line,TRUE
A549,hIL13,-12,Human,8.132147395,FALSE,Cell Line,TRUE
A549,hIL13,-11,Human,7.266896593,FALSE,Cell Line,TRUE
A549,hIL13,-10,Human,10.42536455,FALSE,Cell Line,TRUE
A549,hIL13,-9,Human,58.92781509,FALSE,Cell Line,TRUE
A549,hIL13,-8,Human,86.70055061,FALSE,Cell Line,TRUE
A549,hIL13,-7,Human,83.90512495,FALSE,Cell Line,TRUE
A549,hIL13,-12,Human,11.2180069,TRUE,Cell Line,TRUE
A549,hIL13,-11,Human,1.367459309,TRUE,Cell Line,TRUE
A549,hIL13,-10,Human,5.064440007,TRUE,Cell Line,TRUE
A549,hIL13,-9,Human,12.89405216,TRUE,Cell Line,TRUE
A549,hIL13,-8,Human,65.06928057,TRUE,Cell Line,TRUE
A549,hIL13,-7,Human,92.95092878,TRUE,Cell Line,TRUE
Monocyte,hIL4,-13.91568628,Human,-6.559843725,FALSE,210722,TRUE
Monocyte,hIL4,-13.07058824,Human,14.86457948,FALSE,210722,TRUE
Monocyte,hIL4,-12.2254902,Human,-1.417559791,FALSE,210722,TRUE
Monocyte,hIL4,-11.38039216,Human,34.9268782,FALSE,210722,TRUE
Monocyte,hIL4,-10.53529412,Human,43.71733277,FALSE,210722,TRUE
Monocyte,hIL4,-9.69019608,Human,90.49944565,FALSE,210722,TRUE
Monocyte,hIL4,-8.84509804,Human,95.43582704,FALSE,210722,TRUE
Monocyte,hIL4,-8,Human,104.564173,FALSE,210722,TRUE
Monocyte,hIL13,-13.91568628,Human,2.309804129,FALSE,210722,TRUE
Monocyte,hIL13,-13.07058824,Human,11.01050631,FALSE,210722,TRUE
Monocyte,hIL13,-12.2254902,Human,17.73137638,FALSE,210722,TRUE
Monocyte,hIL13,-11.38039216,Human,6.807982683,FALSE,210722,TRUE
Monocyte,hIL13,-10.53529412,Human,25.88300512,FALSE,210722,TRUE
Monocyte,hIL13,-9.69019608,Human,101.7396125,FALSE,210722,TRUE
Monocyte,hIL13,-8.84509804,Human,104.2368407,FALSE,210722,TRUE
Monocyte,hIL13,-8,Human,109.6061454,FALSE,210722,TRUE
Monocyte,hIL4,-13.91568628,Human,0.409165303,TRUE,210722,TRUE
Monocyte,hIL4,-13.07058824,Human,40.42289214,TRUE,210722,TRUE
Monocyte,hIL4,-12.2254902,Human,-1.718494272,TRUE,210722,TRUE
Monocyte,hIL4,-11.38039216,Human,2.827200253,TRUE,210722,TRUE
Monocyte,hIL4,-10.53529412,Human,34.56258909,TRUE,210722,TRUE
Monocyte,hIL4,-9.69019608,Human,106.4700913,TRUE,210722,TRUE
Monocyte,hIL4,-8.84509804,Human,86.06462172,TRUE,210722,TRUE
Monocyte,hIL4,-8,Human,107.4362494,TRUE,210722,TRUE
Monocyte,hIL13,-13.91568628,Human,-2.309804129,TRUE,210722,TRUE
Monocyte,hIL13,-13.07058824,Human,3.291800855,TRUE,210722,TRUE
Monocyte,hIL13,-12.2254902,Human,44.91051159,TRUE,210722,TRUE
Monocyte,hIL13,-11.38039216,Human,14.75898844,TRUE,210722,TRUE
Monocyte,hIL13,-10.53529412,Human,7.436249406,TRUE,210722,TRUE
Monocyte,hIL13,-9.69019608,Human,14.21519455,TRUE,210722,TRUE
Monocyte,hIL13,-8.84509804,Human,54.81495169,TRUE,210722,TRUE
Monocyte,hIL13,-8,Human,91.92492477,TRUE,210722,TRUE
Monocyte,hNeo4,-11.91568628,Human,7.193390001,FALSE,210722,TRUE
Monocyte,hNeo4,-11.07058824,Human,1.818805765,FALSE,210722,TRUE
Monocyte,hNeo4,-10.2254902,Human,9.183781215,FALSE,210722,TRUE
Monocyte,hNeo4,-9.38039216,Human,19.60561744,FALSE,210722,TRUE
Monocyte,hNeo4,-8.53529412,Human,59.36064622,FALSE,210722,TRUE
Monocyte,hNeo4,-7.69019608,Human,100.7681749,FALSE,210722,TRUE
Monocyte,hNeo4,-6.84509804,Human,83.51987751,FALSE,210722,TRUE
Monocyte,hNeo4,-6,Human,80.87482182,FALSE,210722,TRUE
Monocyte,hNeo4,-11.91568628,Human,6.918853281,TRUE,210722,TRUE
Monocyte,hNeo4,-11.07058824,Human,4.358270419,TRUE,210722,TRUE
Monocyte,hNeo4,-10.2254902,Human,13.31767066,TRUE,210722,TRUE
Monocyte,hNeo4,-9.38039216,Human,16.48540204,TRUE,210722,TRUE
Monocyte,hNeo4,-8.53529412,Human,53.86463228,TRUE,210722,TRUE
Monocyte,hNeo4,-7.69019608,Human,71.47721873,TRUE,210722,TRUE
Monocyte,hNeo4,-6.84509804,Human,87.7382398,TRUE,210722,TRUE
Monocyte,hNeo4,-6,Human,76.31328863,TRUE,210722,TRUE
Macrophage,hIL4,-13.00336125,Human,4.520969751,FALSE,210820,TRUE
Macrophage,hIL4,-12.22521,Human,0.621184453,FALSE,210820,TRUE
Macrophage,hIL4,-11.44705875,Human,5.893229624,FALSE,210820,TRUE
Macrophage,hIL4,-10.6689075,Human,40.7437404,FALSE,210820,TRUE
Macrophage,hIL4,-9.890756252,Human,85.11449507,FALSE,210820,TRUE
Macrophage,hIL4,-9.112605002,Human,94.12740012,FALSE,210820,TRUE
